,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,created_at,screen_name,user_loc,user_description,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,text,tweet category
10,1390054578465513479,,,,13,0,en,Twitter Web App,FALSE,1002630999052865536,2021-05-05 21:23:32+00:00,RepCori,"St. Louis & Washington, D.C.","Doing the most for MO-01 (STL) — starting with those who have the least. Politician + Activist = Politivist. Member, @HouseJudiciary, @OversightDems. She/her.",TRUE,78335,60,55,290,368,2018-06-01 19:20:32+00:00,b'RT @DawnChapmanSTL: Thank you @EPAMichaelRegan  and @RepCori @CoriBush for meeting w/ us @Justmomsstl this morning about West Lake Landfill\xe2\x80\xa6',-2
11,1390054558093778947,,,,70,0,en,Twitter for iPhone,FALSE,448181998,2021-05-05 21:23:27+00:00,ept_rudyru,El Paso Del Norte,#Texas American Southwest #ElPaso #TX #MAGA #KAG Retweeted by @realDonaldTrump 2X #AntiCommunist #Space #Nature #USA #AmericaFirst,FALSE,207,179,3235,49461,18,2011-12-27 18:20:47+00:00,"b'RT @EpochTimesChina: #Texas is moving ahead with legislation aimed at keeping hostile countries, including #China, out of the state\xe2\x80\x99s criti\xe2\x80\xa6'",
12,1390054029342953473,,,,0,0,en,Twitter Web App,FALSE,1361801432869965827,2021-05-05 21:21:21+00:00,KenOswald2,New Mexico,"26 Year Retired Veteran
Proud Deplorable
True Patriot for my country
Safety Trainer and Professional",FALSE,188,925,1725,2003,0,2021-02-16 22:15:44+00:00,b'Americans Overwhelmingly Oppose Party-Line Democrat Vote for Infrastructure Bill https://t.co/dC1JM3Mou3 via @BreitbartNews',2.5
13,1390053710416519169,,,,0,0,en,Twitter for Android,TRUE,2360295679,2021-05-05 21:20:05+00:00,vixcontango,Connecticut,"$VIX & crypto trading analytics provider. Politics, policy & markets. Microsoft software architect. Subscribe: https://t.co/adGHECH47D",FALSE,5981,908,28896,86828,220,2014-02-25 01:28:02+00:00,"b""I don't think another round of payments is needed. \n\nFocus on infrastructure bill, AFP and full employment. \n\nWe should have an economy firing on all cylinders come September https://t.co/JxHVxsJkfW""",2
14,1390053544733052928,,,,3,0,en,Twitter Web App,FALSE,64731945,2021-05-05 21:19:25+00:00,Bill_Flood,"Portland, CT","Tweets re: central CT, state & nat'l politics, the environment, science, RedSox, etc. Assignment Editor @FOX61news. Tweets just me; RTs=just FYI",FALSE,1955,2161,63821,137556,207,2009-08-11 14:46:42+00:00,"b'RT @GovNedLamont: Regardless of what lobbyists from the oil &amp; trucking industry say, if people don\xe2\x80\x99t have clean and safe air to breathe, no\xe2\x80\xa6'",-2
15,1389390762823979009,,,,1,1,en,Twitter for iPhone,FALSE,1252606423,2021-05-04 01:25:46+00:00,SiehlZajic,"Rancho Mirage, CA",Marriage and Family Therapist; Parent; Former Child Custody Mediator,FALSE,61,169,3698,7353,1,2013-03-08 19:55:28+00:00,b'Moscow Mitch has made it clear that there will be zero support for Biden\xe2\x80\x99s infrastructure Bill from Republicans.  He did the same with Obama.  Why isn\xe2\x80\x99t every news outlet putting this front and center?  Would save the Democrats lots of energy working on \xe2\x80\x9cbipartisan\xe2\x80\x9d support.',-3
16,1389390678107492356,,,,54,0,en,Twitter for iPhone,FALSE,1037247092,2021-05-04 01:25:25+00:00,T2Rantor,United States,"Western Civilizationist, constitutionalist, Christian! Ordo Malleus. Trumpslide2024!",FALSE,623,1155,893,164821,57,2012-12-26 14:21:16+00:00,"b'RT @SheriffClarke: GOP congress had a chance to take care of this under President Trump. They never got Trump a bill.\n\nBiden, Republicans S\xe2\x80\xa6'",2
17,1389390614211481600,1389389801489534978,,,0,0,en,Twitter Web App,FALSE,2355294444,2021-05-04 01:25:10+00:00,danp2078r,East houston,,FALSE,217,111,4072,14340,2,2014-02-21 20:24:56+00:00,"b'@Eleven_Films @SenSusanCollins \n\nHow does one negotiate in good faith when your leader @LeaderMcConnell has declared ZERO votes for any type  infrastructure bill....  @gop are NOT interested in doing anything...LAZY, CORRUPT PARTY'",-3
18,1389390539603152897,,,,0,0,en,Twitter for iPhone,FALSE,796899287615602688,2021-05-04 01:24:52+00:00,vigilantegranny,,,FALSE,42,356,988,7078,0,2016-11-11 02:16:10+00:00,b'.@SenateDems .@HouseDemocrats Yahoo reported that Mitch McConnell announced that there will be ZERO GOP votes for Infrastructure bill. So don\xe2\x80\x99t waste your time on them. Lump both big bills together &amp; shove them through under Reconciliation. Then PRIORITIZE voting rights PLEASE!',-3
19,1389390375597617152,,,,54,0,en,Twitter for Android,FALSE,118845216,2021-05-04 01:24:13+00:00,SheriffClarke,,"Retired Sheriff of Milwaukee County, President America’s Sheriff LLC, Board of Directors at the Crime Research Center, Author of the book “Cop Under Fire”",FALSE,755114,154,2351,15634,2847,2010-03-01 22:39:39+00:00,"b'RT @SheriffClarke: GOP congress had a chance to take care of this under President Trump. They never got Trump a bill.\n\nBiden, Republicans S\xe2\x80\xa6'",2.5
20,1389390339002322944,,,,0,0,en,Twitter for Android,FALSE,22643564,2021-05-04 01:24:05+00:00,t2tim215,"Stone Mountain, GA",Minister of the Gospel,FALSE,14,5,2,642,0,2009-03-03 16:45:49+00:00,"b'@Sen_JoeManchin Now you have heard Mitch McConnell say it himself ""THERE WILL NOT BE A SINGLE VOTE FROM REPUBLICANS REGARDING BIDEN\'S INFRASTRUCTURE BILL."" Please get on board with the Democrats: Please!'",-3
21,1389390284421836806,,,,0,0,en,Twitter for Android,FALSE,985987975149305858,2021-05-04 01:23:52+00:00,ErikaLLundquist,,"progressive liberal,  diehard union leader, mother, wife of a veteran,  legal writer, animal lover, feminist, good trouble, nicknamed Riki. #BidenHarris",FALSE,286,806,4929,1877,1,2018-04-16 21:07:06+00:00,"b""@LeaderMcConnell promised @POTUS would have no @SenateGOP votes on the infrastructure bill. So stop trying to get bipartisanship when they've slammed the door on negotiations.  @Sen_JoeManchin @SenatorSinema @SenateDems step up get this bill passed in toto. We are watching.""",-3
22,1389390248799608832,,,,50,85,en,Twitter for iPhone,TRUE,1289646764153339904,2021-05-04 01:23:43+00:00,kennethgootz,Texas,"#DemVoice1 E #OneV1 Z31 Texas Dad #Resist the Right #Vote🇺🇸.        DO YOUR HOMEWORK CONS DO YOUR OWN RESEARCH AND NOT JUST FOX, OAN OR NEWSMAX",FALSE,6901,7323,52966,54840,7,2020-08-01 19:39:03+00:00,b'McConnell is obviously not serious about a true infrastructure bill\n\nHe wants to limit it to 25% of the original proposal. A bill that 70% of the American public want to see passed\n\nIt will allow Dems to move forward without obstruction measures the Rs want\n\n#ONEV1 \n#DemVoice1 https://t.co/4w9LpKPUck',-3
23,1389390184115019777,,,,0,0,en,Twitter for iPhone,FALSE,1152238701835116545,2021-05-04 01:23:28+00:00,mocarski_p,Northern Illinois,"One half of @wattledaubmusic. I Joined in 2011, but Twitter banned my @tmocarski account 07/2019. Don't know why. Ask me why I’m the luckiest guy on the planet.",FALSE,35,40,1625,3725,0,2019-07-19 15:28:08+00:00,"b'Hey @SenSchumer, now that McConnell has said no Republicans will vote for any #infrastructure bill, time to forge ahead and get stuff done. #AmericanFamiliesPlan #AmericanRescuePlan'",
24,1389390014027636742,1389369629194264581,,,0,3,en,Twitter for iPhone,FALSE,1344390058648993795,2021-05-04 01:22:47+00:00,Lori38911623,,,FALSE,188,202,31918,4619,1,2020-12-30 21:09:20+00:00,b'@SenCapito Women carry the burden of trying to work full time and be the caregivers. This is a jobs bill not just an infrastructure bill. Ignoring woman in the workforce will get you no where.',-2
25,1389389969005891594,,,,0,1,en,Twitter for Android,FALSE,824228304219738112,2021-05-04 01:22:36+00:00,BannedScience,,Scientist and science teacher. Seeker of truth and facts.,FALSE,93,152,4794,3861,1,2017-01-25 12:11:55+00:00,"b""If 85% of Americans approve of the infrastructure bill, shouldn't we get 85 Senate votes for it? @SenShelby @SenTuberville""",-1
26,1389389907580309504,,,,0,1,en,Twitter for Android,FALSE,981011450356432896,2021-05-04 01:22:22+00:00,Frankteti7,,"Optimist with no tolerance for Liars, Fakers or Thieves, wherever they come from.",FALSE,179,555,717,2766,0,2018-04-03 03:32:10+00:00,"b'McConnell said No Republican will vote For Bidens Infrastructure Bill.\n\n... Advice for Moscow Mitch....\n\nLEAD, FOLLOW OR GET THE HELL OUT OF THE WAY.'",-3
27,1389389850097356805,,,,0,0,en,Twitter Web App,FALSE,156108249,2021-05-04 01:22:08+00:00,someplease,,,FALSE,18,89,14046,9012,0,2010-06-16 01:37:37+00:00,"b""republicans will not vote for the infrastructure bill but once it passes they will certainly take credit for it being good for the country Manchin should be tarred and feathered for trying 2 stop the bill because he wants republicans 2 do something they won't a matter of speaking""",-3
28,1389389790576001025,,,,0,0,en,Twitter for iPhone,FALSE,2898227819,2021-05-04 01:21:54+00:00,kcordell1,"Florida, USA","Progressive, environmentalist, & a person who cares for all beings #TheResistance #VoteBlueNoMatterWho #womensmarchonwashington #BidenHarris #BlackLivesMatter",FALSE,1364,1566,149045,111490,4,2014-11-29 22:07:37+00:00,"b'@JoeManchinWV @SenatorSinema Now that #MoscowMitch McConnell is refusing any @GOP votes for infrastructure, what will you now do to help America? Time to put Americans first whatever it takes. #GOP cares nothing about Americans. Pass the bill even if it means removing filibuster.'",-2
29,1389389701858041857,,,,0,0,en,Twitter for iPhone,FALSE,247996870,2021-05-04 01:21:33+00:00,donnastid,,"CA gal. Nurse, widow, Mom, Grandma, dog lover, business woman love my country. Know “Well behaved women rarely make history”✝️ Center-Independent",FALSE,179,461,32434,29643,0,2011-02-06 01:23:40+00:00,"b'@SenatorCollins @lisamurkowski @SenatorRomney So, you have promised NO Republican will vote for the infrastructure bill. This is not bipartisan &amp; it reveals how you are Party before your constituents and America\n\nToday I realised for sure my @GOP is dead &amp; is no more.Tragic tears'",0
30,1389389686079062017,,,,0,0,en,Twitter for Android,FALSE,41812327,2021-05-04 01:21:29+00:00,NCMmnUSA,North Country,"Retired Tech - I'm not Republican, not Democrat, I vote my conscience, I am against TRUMP! PROSECUTE TRUMP!",FALSE,1187,2457,3622,8680,2,2009-05-22 13:35:21+00:00,"b""@LeaderMcConnell says there will be ZERO Republicans voting for Biden's American Jobs Bill (infrastructure bill). Now when the Senate MINORITY Leader says this, why would @POTUS try to pass the bill via bipartisan vote... the Republicans are a lost cause.""",0
31,1389389615128190977,,,,0,0,en,Twitter for iPhone,FALSE,733697582958936064,2021-05-04 01:21:12+00:00,stgh386,,,FALSE,629,873,180978,222061,26,2016-05-20 16:35:10+00:00,"b'Americans the republicans have said they will not vote on infrastructure bill no matter what see yahoo news just like the @SenateGOP @HouseGOP did not vote for the covid relief bill which was passed by Democrats only, so @SenateDems @HouseDemocrats negotiate among yourselves&amp;pass'",
32,1389389600007745538,,,,0,0,en,Twitter Web App,FALSE,1336794137513877509,2021-05-04 01:21:08+00:00,DavidMancinell2,,Fox News Lies!  Dems Rule! Biden is my President! Tucker Hannity Garbage Propaganda! George Takei liked 1 of my tweets Oh My,FALSE,958,1987,2455,5048,2,2020-12-09 22:06:16+00:00,"b""@LeaderMcConnell Moscow Mitch say's no republicanS will vote for @POTUS President Biden's infrastructure bill, so Democrats, let's go you know what to do. Do what Mitch would do and has been doing for decades. PUSH IT THROUGH!!!!""",-1
33,1389389593997422594,,,,2,0,en,Twitter for iPhone,FALSE,55511197,2021-05-04 01:21:07+00:00,NewYorkerResist,"Astoria, New York",Vote In Every Election. Democracy is Fragile. We have a Domestic Terrorist Problem.,FALSE,2654,3090,98147,83598,20,2009-07-10 08:43:07+00:00,b'RT @abiesgirl21: @MaddowBlog Bravo @AdamGreen \n@GOP has NOT represented the people who foolishly keep voting for them\nfor decades\nCan you n\xe2\x80\xa6',-1
34,1389389591430434816,1389380726961868802,,,0,2,en,Twitter Web App,FALSE,1015655994490343426,2021-05-04 01:21:06+00:00,ChemicalsOil,,,FALSE,172,47,99688,23936,0,2018-07-07 17:57:13+00:00,b'@mtgreenee Qpublicans promised they will not vote for infrastructure bill. So good for democrats! We can pass it without qpublicans! MOVING AMERICA FORWARD!',-1
35,1389389543045050372,1387817442366394369,,,0,0,en,Twitter Web App,FALSE,2494736964,2021-05-04 01:20:55+00:00,EJ_Sandell,Minnesota,#TheResistance; teacher & writer. Staff member for cats. Retweets to remember or amplify. Will follow those who have fewer followers than following. #BLM,FALSE,984,1327,12699,3574,3,2014-05-14 19:42:44+00:00,"b""@LeaderMcConnell You already promised no GOP votes for anything about the infrastructure bill. We will ignore what you are saying, since you're not joining in at all.""",-1
36,1389389526989164549,1389233291400712194,,,0,0,en,Twitter Web App,FALSE,1025019510212845568,2021-05-04 01:20:51+00:00,DannyB92612310,,,FALSE,26,6,14734,2197,0,2018-08-02 14:04:29+00:00,"b'@RepJoeWilson @GOPLeader @dcexaminer 1. Biden\xe2\x80\x99s Covid relief bill lowered taxes more for lower/middle class folks than your 2017 tax giveaway to wealthy/Corps did.\n2. The pipeline involved about 3,000 jobs.  Hundreds of thousands more jobs would be created with Biden\xe2\x80\x99s Infrastructure plan.\n\n#WeAreSmarterThanThat'",-2
37,1389389476405841922,,,,0,0,en,Twitter for iPhone,FALSE,1233519965984174082,2021-05-04 01:20:39+00:00,Kelley29329754,,Disabled Veteran US Air Force and Coast Guard proud American,FALSE,6348,892,1472,3185,0,2020-02-28 22:31:31+00:00,b'Republicans are not doing their job they said that no Republicans will vote for infrastructure bill no matter what it says they are just being obstructionist to be obstructionist',-1
38,1389389449201688577,,,,0,0,en,Twitter for Android,FALSE,1342250086491947009,2021-05-04 01:20:32+00:00,Oldnotdone,United States,"In order, I'm a husband, a veteran, & a classic film buff. Tweets=Therapy.  Life is too short to argue, & blocking less stressful. 
      #WPS ⚾🏀🏈🐗🐽",FALSE,10,53,456,2306,1,2020-12-24 23:26:08+00:00,b'@Sen_JoeManchin Mitch Mcconnell says no Republicans will vote for Bidens Infrastructure bill so STFU and vote like a Dem for once. No more stalling.',-1
39,1389389404230225921,,,,3,0,en,Twitter Web App,FALSE,105051697,2021-05-04 01:20:22+00:00,meevans59,"Mililani Town, HI",Retired Department of Defense civilian employee. US Army veteran. She/Her/Hers. proud Maine Coon Cat mom. No DMs please.,FALSE,2911,3737,135502,135637,8,2010-01-15 05:58:05+00:00,b'RT @pkiernan14: @Sen_JoeManchin Not getting quite enough attention lately? \xf0\x9f\x99\x84  Just do the right thing and pass Biden\xe2\x80\x99s infrastructure bill.\xe2\x80\xa6',-1
40,1389389362262126595,,,,0,3,en,Twitter Web App,FALSE,828335553665982466,2021-05-04 01:20:12+00:00,JCE_123456,,"Earned the fourth place prize in the ""Biggest Twitter Influencer with 3 or Fewer Followers"" category",FALSE,112,178,30749,8003,2,2017-02-05 20:12:40+00:00,"b'I\'m paraphrasing but....\n\nMitch McConnell: ""We\'re going to do everything we can to stop Biden\'s infrastructure bill.""\n\nAlso Mitch McConnell: ""Democrats have made it clear they\'re not interested in compromise.""'",-1
41,1389389334722269191,,,,0,0,en,Twitter for Android,FALSE,58594489,2021-05-04 01:20:05+00:00,CRDFilm,Maryland,"Owner of MaxStone Media, owner and managing editor of https://t.co/NuRtWdb2UM and Baltimore OUTloud, and married to the most wonderful man in the world.",FALSE,224,478,4945,20963,40,2009-07-20 21:21:07+00:00,"b""Bitch McConnell says no Republican will vote for the infrastructure bill. But they sure as shit will take credit for it when Democrats pass it. Just like they're doing with COVID relief. #Ratfuckers""",-3
42,1389389302925201412,1389369005601869826,,,0,0,en,Twitter for iPhone,FALSE,803992364175867904,2021-05-04 01:19:58+00:00,MegMaciha,,,FALSE,16,56,4514,487,0,2016-11-30 16:01:31+00:00,b'@lm222 @AP @SenSchumer @SpeakerPelosi @POTUS @GOP @LeaderMcConnell @JoeBiden Why should the American JOBS bill be limited to only past infrastructure?',-2
43,1389389248323854336,,,,0,0,en,Twitter Web App,FALSE,34160726,2021-05-04 01:19:45+00:00,Garyatty,,"👨‍🎓Lawyer, CPA, Math Teacher. Economics is the Key to Understanding World Events. Always Follow The Money. #Resister",FALSE,2928,1905,19380,33072,13,2009-04-22 03:09:23+00:00,b'@Maddow \n#MoscowMitch said no GOP will vote for any Biden infrastructure bill. So Biden and Democrats will have to negotiate with the GOP representative @Sen_JoeManchin to get a bill passed.',-1
44,1389389228031680513,,,,496,0,en,Twitter for iPhone,FALSE,763111657,2021-05-04 01:19:40+00:00,megavoive,,,FALSE,1006,1884,40423,66710,35,2012-08-17 06:03:59+00:00,b'RT @DearAuntCrabby: Repub Politicians are such idiots\nAn Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:\nE\xe2\x80\xa6',-1
45,1389389155193352194,,,,0,0,en,Twitter for iPhone,FALSE,1321667468851519488,2021-05-04 01:19:22+00:00,larrycluggins3,,,FALSE,8,245,942,1096,0,2020-10-29 04:17:46+00:00,"b'@maddow is telling the same lie about the Infrastructure Bill that she told about the COVID Relief Bill.\nShe\xe2\x80\x99s against unity, she promotes division.\n@LeaderMcConnell and Republicans never said \xe2\x80\x9cno matter what\xe2\x80\x99s in it\xe2\x80\x9d there will be zero backing.\nAnother divisive lie spewed.'",2.5
46,1389389121852936194,,,,0,1,en,Twitter for Android,FALSE,1295767771045703685,2021-05-04 01:19:14+00:00,Panther00011,,"Happy Moderate, who wants to vote Trump out. Let's bring calm to our country once again. Vote Joe Biden and Kamala Harris",FALSE,2403,5007,2575,9634,1,2020-08-18 17:01:49+00:00,"b""Joe manchin said if the Republicans will refuse to negotiate he would go along with Joe Biden's bill whether it's 2 trillian or 4 trillion. Call Joe manchin at 202-224-3954 and tell him it's now time to pass Joe Biden's infrastructure plans""",-1
47,1389388834677215235,,,,0,0,en,Twitter Web App,FALSE,522812752,2021-05-04 01:18:06+00:00,Jamarinerfan,washington state,"USPS needs a true leader... FIRE LOUIS DEJOY :::NO DMs:::
retired/artist/democrat",FALSE,394,631,6746,13529,4,2012-03-13 02:47:39+00:00,b'@MittRomney make McConnell a liar about no repubs voting on the infrastructure bill.... how could anyone be against that bill?  we all have bridges falling down and old shitty trains... of course you might not know that from your ivory tower',-1
48,1389388684311543811,1389305841162100741,,,0,0,en,Twitter for Android,FALSE,1306434639423320065,2021-05-04 01:17:30+00:00,annitra_johnson,,i care about other people,FALSE,1,1,316,248,0,2020-09-17 03:28:22+00:00,b'@Sen_JoeManchin @SBAgov Joe Manchin the Republicans are not signing the infrastructure bill so you need to move on and work with the democrats',-1
49,1389388452505034760,,,,6,0,en,Twitter for Android,FALSE,635701556,2021-05-04 01:16:35+00:00,shannonkatt,,"THE POLICE WILL VOTE & SO WILL THE WHITE SUPREMACISTS. 
WILL YOU? #BlackLivesMatter #VoteBlue",FALSE,3418,5005,66189,51595,2,2012-07-14 22:31:29+00:00,b'RT @abiesgirl21: @MaddowBlog Bravo @AdamGreen \n@GOP has NOT represented the people who foolishly keep voting for them\nfor decades\nCan you n\xe2\x80\xa6',-1
50,1389388450768605185,,,,6,0,en,Twitter for Android,FALSE,131361263,2021-05-04 01:16:34+00:00,ruthMP20,United States,"Book reading, horse owning, Democrat. No lists. Cancer survivor, Mainer. #Resistance https://t.co/BsRe2lV5qy and 4 tRump. https://t.co/LY8iMK803N",FALSE,3255,3567,184555,60402,1,2010-04-10 01:50:56+00:00,b'RT @abiesgirl21: @MaddowBlog Bravo @AdamGreen \n@GOP has NOT represented the people who foolishly keep voting for them\nfor decades\nCan you n\xe2\x80\xa6',-1
51,1389388429511823362,,,,201,0,en,Twitter for Android,FALSE,718245694168047617,2021-05-04 01:16:29+00:00,SandyRidge33,Texas,"Trump supporter 
#MAGA,
God, Country 
Military 
Build the wall. My retweets aren't necessarily my views",FALSE,1917,3310,16398,101882,63,2016-04-08 01:14:52+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',2.5
52,1389387952250408963,1389386019758354435,,,2,2,en,Twitter for iPhone,FALSE,1375077600528318465,2021-05-04 01:14:36+00:00,abiesgirl21,,"I am my father's daughter
Progressive Democrat, SMS Mook, #DemCastUS #NoDemLeftBehind #VoteBlueIn22",FALSE,206,829,1541,1334,0,2021-03-25 13:32:00+00:00,b'@MaddowBlog Bravo @AdamGreen \n@GOP has NOT represented the people who foolishly keep voting for them\nfor decades\nCan you name ONE bill they championed that was FOR \n1-Working &amp; middle class Americans\n2-Improving US Infrastructure\n3-US security &amp; Democracy\n#VoteBlue2022 https://t.co/4NYZSNqDrq',-2
53,1389387875389673476,1389387381040680966,,,1,4,en,Twitter for iPhone,FALSE,1375077600528318465,2021-05-04 01:14:17+00:00,abiesgirl21,,"I am my father's daughter
Progressive Democrat, SMS Mook, #DemCastUS #NoDemLeftBehind #VoteBlueIn22",FALSE,206,829,1541,1334,0,2021-03-25 13:32:00+00:00,b'@MaddowBlog Bravo @AdamGreen \n@GOP has NOT represented the people who foolishly keep voting for them\nfor decades\nCan you name ONE bill they championed that was FOR \n1-Working &amp; middle class Americans\n2-Improving US Infrastructure\n3-US security &amp; Democracy\n#VoteBlue2022 https://t.co/LDwoZ8Ujny',-2
54,1389387830707859460,1389387381040680966,,,6,14,en,Twitter for iPhone,FALSE,1375077600528318465,2021-05-04 01:14:07+00:00,abiesgirl21,,"I am my father's daughter
Progressive Democrat, SMS Mook, #DemCastUS #NoDemLeftBehind #VoteBlueIn22",FALSE,206,829,1541,1334,0,2021-03-25 13:32:00+00:00,b'@MaddowBlog Bravo @AdamGreen \n@GOP has NOT represented the people who foolishly keep voting for them\nfor decades\nCan you name ONE bill they championed that was FOR \n1-Working &amp; middle class Americans\n2-Improving US Infrastructure\n3-US security &amp; Democracy\n#VoteBlue2022 https://t.co/bDR0u1y6gV',-2
