,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,created_at,screen_name,user_loc,user_description,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,text,tweet category,2017 Pew Research Typology
21,1389224789303173120,,,,166,0,en,Twitter for iPhone,False,1.02e+18,5/3/2021 14:26,72ridgemonthigh,"San Diego, CA","Proud Irish Immigrant from Belfast Norn Ireland. Mom, Nana seeker of peace,equality, the truth.",False,214,438,205443,104317,0,7/17/2018 23:26,b'RT @realTuckFrumper: Report: Joe Biden is Preparing to Pass Infrastructure Bill Without Republican Support https://t.co/Va0wrVnwo3',,-4.0
22,1388200741211303936,1.388184669821313e+18,,,0,0,en,Twitter for Android,False,1.35e+18,4/30/2021 18:37,7DaySuspension,Twitter jail,"7 Day Twitter Jail for this...
while Donald gets 12 hours for 365 days of lying and inciting violence.
Totally fair
This is...
@DoYouHaveAFlag",False,12,273,2095,710,0,1/8/2021 17:02,b'@MysterySolvent When his healthcare and infrastructure bill are in the band saying Whaaaat?',,-4.0
23,1389365868883103744,,,,23,0,en,Twitter Web App,False,248936209.0,2021-05-03 23:46:50+00:00,88SEATTLE61,"Seattle, WA",Cousin of SoDo Slayer.  Man about town.  Enjoys the finer things in life like a SoDo Arena with Industrial Strength Transportation Flow / Connectivity.,False,6439,7097,366646,649419,40,2011-02-08 01:09:31+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",,-1.0
24,1389309994059790080,1.38921e+18,,,0,0,en,Twitter Web App,False,1.34914e+18,2021-05-03 20:04:49+00:00,92DT1,,,False,2,158,3544,507,1,2021-01-13 00:00:28+00:00,"b'@ewarren Great ""play on words""... Just have ""one bill for infrastructure and another for family whatever"", just stop with the word games and politics! Before this year if you asked all dems or republicans what the meaning of infrastructure was/is, you know what ALL would say!'",2.0,1.2
25,1389309994059792384,1.389213725714944e+18,,,0,0,en,Twitter Web App,False,1.35e+18,5/3/2021 20:04,92DT1,,,False,2,158,3570,515,1,1/13/2021 0:00,"b'@ewarren Great ""play on words""... Just have ""one bill for infrastructure and another for family whatever"", just stop with the word games and politics! Before this year if you asked all dems or republicans what the meaning of infrastructure was/is, you know what ALL would say!'",,4.0
26,1389808354931978240,,,,42,0,en,Twitter for Android,False,4498529961.0,5/5/2021 5:05,AAltheguy,,,False,65,13,13047,66325,1,12/16/2015 3:05,"b'RT @KayColesJames: We\xe2\x80\x99ve been told our roads &amp; bridges are crumbling, but the Biden administration\xe2\x80\x99s $2.25 trillion \xe2\x80\x9cinfrastructure\xe2\x80\x9d plan s\xe2\x80\xa6'",,4.0
27,1388047450489987072,,,"Place(_api=<tweepy.api.API object at 0x000002771CE9AA58>, id='4ec01c9dbc693497', url='https://api.twitter.com/1.1/geo/id/4ec01c9dbc693497.json', place_type='admin', name='Florida', full_name='Florida, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002771CE9AA58>, type='Polygon', coordinates=[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]), attributes={})",0,0,en,Twitter for Android,False,1.15e+18,4/30/2021 8:27,AAsshole5,,"Joey Gritz. Still luving Dad, Grandad, Greatgrandad. Veterans against Trump. Fuck Trump.",False,2531,5000,3903,25954,3,6/30/2019 1:42,"b""Moscow Mitch who  4 yrs blocked every Bill passed by the House ,voted against raising minimum wage 15 times, badmouths all  progress President Biden has made while Trump et al filled their pockets with taxpayer $. Biden's moving on infrastructure, health, wages and well-being. https://t.co/v45r09dGUw""",,-4.0
28,1389635628330065920,,,,6,0,en,Twitter Web App,False,1.21e+18,5/4/2021 17:38,ABetterWis,,We're a Wisconsin-based research and communications hub for progressives.,False,594,1201,750,915,10,12/18/2019 16:01,b'RT @ForOurFutureWI: The American Jobs Plan is the biggest investment in our infrastructure since WWII. Instead of working with Democrats to\xe2\x80\xa6',-2.0,-4.0
29,1388195430148812800,,,,748,0,en,Twitter Web App,False,7.45e+17,4/30/2021 18:15,ADHD7712,Inside of Me,"I have ADHD, like REALLY BAD! There is going to be a PLETHORA of just absolutely random SH!T and LOTS of GIFs -ALSO, my favorite color is CLEAR! My BIO sucks.",False,383,1229,70599,27250,1,6/20/2016 19:34,"b'RT @TheRickyDavila: This morning, @MSNBC\xe2\x80\x99s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi\xe2\x80\xa6'",,-4.0
30,1389367647419179008,,,,52,0,en,Twitter Web App,False,3598690345.0,2021-05-03 23:53:55+00:00,ADagostinoTV,"Lincoln, NE",KLKN ABC 8 Photojournalist | ad'agostino@klkntv.com | Cal U '18 Radio/TV Graduate | Views and Expressions are my own and not reflective of Standard Media Group,False,663,1133,121811,36997,10,2015-09-17 22:43:40+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",,0.8333333333333334
31,1389288682490896384,,,,6,9,en,Sprinklr,False,44209472.0,2021-05-03 18:40:08+00:00,AFPhq,"Arlington, VA","Through broad-based grassroots outreach, Americans for Prosperity is driving long-term solutions to the country’s biggest problems.",True,92690,3728,5404,29070,1509,2009-06-02 21:12:15+00:00,"b'""Now we are facing another round of Congressional spending with the new infrastructure bill. Do we need to address our infrastructure? Yes. Is this the right time to add another $2 trillion in spending? Absolutely not.""\nhttps://t.co/PWXQEX6FFc'",2.0,2.5
32,1388291546764566528,,,,748,0,en,Twitter for iPhone,False,3073104960.0,5/1/2021 0:37,AHammondmeyer,United States,Clinical Psychologist. Dedicating my life to taking down patriarchy and bigotry. We are in a mental health crisis of sociopaths in government. #StillWithHer,False,885,1216,38673,102740,27,3/11/2015 13:20,"b'RT @TheRickyDavila: This morning, @MSNBC\xe2\x80\x99s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi\xe2\x80\xa6'",,-2.0
33,1389367627626074112,,,,52,0,en,Twitter Web App,False,9.20418e+17,2021-05-03 23:53:50+00:00,AJSnarffington,"California, USA",🤨,False,82,109,14859,33631,0,2017-10-17 22:35:04+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",,2.2857142857142856
34,1388863285458477056,,,,496,0,en,Twitter Web App,False,83955876.0,5/2/2021 14:29,AMN06,Los Angeles CA,,False,1016,442,338030,190604,184,10/20/2009 23:51,b'RT @DearAuntCrabby: Repub Politicians are such idiots\nAn Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:\nE\xe2\x80\xa6',,-3.0
35,1389582008305684480,,,,188,0,en,Twitter for iPhone,False,7.62e+17,5/4/2021 14:05,ANGRYOLDBEAR,Republic of California,Exposing the exploits of the Fourth Reich,False,721,1070,35627,69433,0,8/5/2016 21:43,"b""RT @AmericaFightHim: Mitch McConnell and the Republicans didn't vote for the relief package Joe Biden presented to help their constituents.\xe2\x80\xa6""",,-4.0
36,1389367173215293440,,,,52,155,en,SocialFlow,False,51241574.0,2021-05-03 23:52:01+00:00,AP,Global,"News from The Associated Press, and a taste of the great journalism produced by AP members and customers.",True,15178241,6886,3293,289943,99989,2009-06-26 21:48:52+00:00,"b""Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willing to spend up to $600 billion for roads, bridges and other projects. That's far less than President Biden is seeking. https://t.co/RHOHV5B3Fr""",0.0,-0.3333333333333333
37,1387977236217835520,,,,2123,0,en,Twitter for iPhone,False,2925539236.0,4/30/2021 3:48,ATL_Frau_SNG,Johns Creek GA,Selling Residential and Commercial Real Estate in GA since 2004. From Frankfurt Germany.,False,545,1472,9816,2865,13,12/16/2014 18:41,b'RT @mmpadellan: Republicans are against:\n- The COVID Relief Bill\n- $15 minimum wage\n- Billionaires paying taxes\n- Infrastructure\n- Voting r\xe2\x80\xa6',,-4.0
38,1389286211429228544,,,,143,0,en,Twitter for Android,False,19547007.0,2021-05-03 18:30:19+00:00,AYellowHouse,"Atlanta, GA & UK ",Writer | Blogger,False,5054,3066,35673,44259,163,2009-01-26 17:59:11+00:00,"b'RT @Emma_Hurt: .@SenOssoff in Dalton today @QCELLS_NA, the largest solar panel manufacturer in the Western Hemisphere.\n\nCalls the infrastru\xe2\x80\xa6'",,-2.0
39,1389718852834058240,,,,18,0,en,Twitter Web App,False,28044313.0,5/4/2021 23:09,A_Siegel,,"Fighting for a Prosperous, Climate Friendly, Energy Smart Future ...",False,2151,727,143696,93547,224,4/1/2009 3:46,"b'RT @ClimatePower: .@POTUS\xe2\x80\x99 American Jobs Plan contains ambitious climate and clean energy investments and, while the GOP wants to remove th\xe2\x80\xa6'",,-4.0
40,1389298930974924800,1.3892e+18,,,0,0,en,Twitter for iPhone,False,297433196.0,2021-05-03 19:20:51+00:00,AaronQC28,"Memphis, TN",,False,102,132,97,941,0,2011-05-12 14:16:52+00:00,b'@tedcruz @GlennYoungkin @tedcruz What was your reason for voting No against the clean water infrastructure bill?',,-4.0
41,1389638544818274304,,,,4,0,en,Twitter Web App,False,1.29e+18,5/4/2021 17:50,AbesEngineering,"Memphis, Tenn.",ABES Engineering is a Memphis-based growing engineering firm providing services for critical infrastructure projects.,False,24,132,118,55,0,7/20/2020 1:54,b'RT @ENRnews: Senate passes $35B water infrastructure bill in bipartisan vote\nhttps://t.co/dVVsmGUsKf',,-2.0
42,1388190141177499648,,,,21,0,en,Twitter for iPad,False,73227909.0,4/30/2021 17:54,Abhinary,,I am more than a collection of words can adequately elucidate.,False,668,94,84725,208613,32,09/10/2009 21:39,"b'RT @SenCortezMasto: Every family deserves access to clean drinking water.\n\nProud to help pass the Water Infrastructure Act on a bipartisan,\xe2\x80\xa6'",,0.0
43,1389762835413016576,,,,184,0,en,Twitter for Android,False,9.73e+17,5/5/2021 2:04,Abiud_Amaro,"East Bay, Oakland, Berkeley, S","Helping underrepresented minorities reach their financials goals. I help create organizational structures and efficient, effective processes.

Tweets my own.",False,750,3364,9550,23059,2,3/12/2018 1:13,b'RT @santiagomayer_: Reminder: \n\nJoe Biden wanted to negotiate on the infrastructure bill until Mitch McConnell said there\xe2\x80\x99d be no Republica\xe2\x80\xa6',,-4.0
44,1389256134813495296,1.3892551186510193e+18,,,0,0,en,Twitter for iPhone,False,1.37e+18,5/3/2021 16:30,AccountNewton,,"News, politics, sports",False,22,158,5311,2562,0,3/10/2021 19:33,"b'@evcasttv_420_69 @DrIbram @pushkinpods @iHeartMedia There is outstanding, sound policy coming out of this work. See the upcoming police reform Bill; would never have happened w/out this work. Or the stimulus spending targeted to black/brown folks. Infrastructure. All excellent policies. Sorry if U don\xe2\x80\x99t like them.'",,-2.0
45,1390035442964307968,,,,10,0,en,Twitter Web App,False,912827401.0,5/5/2021 20:07,AclarusOzone,Ontario Canada,Water and wastewater disinfection issues solved with advanced chemical-free ozone technology.,False,520,655,241,782,14,10/29/2012 16:55,"b'RT @WEForg: The U.S. Senate has passed by a bipartisan vote of 89-2 the Drinking Water and Wastewater Infrastructure Act, which seeks to re\xe2\x80\xa6'",,-2.0
46,1390003375325028352,,,,0,0,en,Bambu by Sprout Social,False,26484606.0,5/5/2021 18:00,AdamFitzer,NYC,NYC #RecruitingLeader @WestMonroe | Tortured #NYJ Fan | #LongIslander living in NJ | Inspired by @ABACNJ & my 👩‍👧 |  🐕 Rescuer | Lover of #FantasySports |,False,2088,1594,3783,12121,144,3/25/2009 12:24,b'The American Jobs Plan infrastructure bill is expected to enable faster and easier broadband deployments. Join our panel on May 4 to hear how utilities will be impacted https://t.co/z0F7QlA3fA',,-1.0
47,1389359675905302528,,,,143,0,en,Twitter Web App,False,2879094561.0,2021-05-03 23:22:14+00:00,Addicted2Twiff,"Here, There and Everywhere...",Reading is a discount ticket to everywhere. 	~ Mary Schmich,False,672,2323,282873,130967,16,2014-11-16 04:45:56+00:00,"b'RT @Emma_Hurt: .@SenOssoff in Dalton today @QCELLS_NA, the largest solar panel manufacturer in the Western Hemisphere.\n\nCalls the infrastru\xe2\x80\xa6'",,-3.0
48,1390364321528614912,,,,4,0,en,Twitter for iPhone,False,924204482.0,5/6/2021 17:54,AdeleBatchelder,,to be figured out sometime,False,342,2453,74222,80355,1,11/3/2012 23:02,"RT @PascrellforNJ: In 2017, trump and congressional Republicans rammed a $1.9 trillion tax bill through Congress. Over 80% of the benefits…",,-3.0
49,1388131748291219456,,,,20,0,en,Twitter Web App,False,991421888.0,4/30/2021 14:02,AdventuresOTM,"Washington, D.C.",Talented teens inspired by adult achievers  to explore career paths while also  learning how to make better decisions and become financially literate.,False,316,896,13319,6074,11,12/05/2012 17:37,"b'RT @thekimkavin: With all the talk from @POTUS about jamming the anti-independent contractor #PROAct into the infrastructure bill, now migh\xe2\x80\xa6'",,4.0
50,1389650843281068032,,,,1,0,en,Twitter for iPhone,False,1.35e+18,5/4/2021 18:39,AfroIndo,,"Rich are not like us, they are cheapest people on earth till they want a friend. Liberal minded believes we are all equal as we need each other to succeed.",False,589,2372,9644,10255,1,1/18/2021 19:10,"b""RT @agnew122: @VP And if we don't pass an infrastructure bill real quick, this is going to be a bridge, overpass, etc in the good old USA.\xe2\x80\xa6""",,-2.0
51,1388155714858795008,,,,256,0,en,Twitter Web App,False,3292901241.0,4/30/2021 15:38,AgingOphelia,"Kenmore, NY","Writer, singer, procrastinator, thinker, part-time artist, tinkerer

INTP",False,249,299,62713,24647,7,5/21/2015 12:53,"b'RT @SenWarren: People in Massachusetts and across the country deserve safe drinking water free of lead, PFAS, and other dangerous pollutant\xe2\x80\xa6'",,-2.0
52,1389430720184082432,,,,1,0,en,Twitter for Android,False,2883193917.0,5/4/2021 4:04,AjBornlo35,bk 2 mass,,False,23,179,307,178,1,11/18/2014 22:14,b'RT @AjBornlo35: How will the infrastructure bill help darkpulse?$DPLS',,0.0
53,1389173947623673856,,,,10,0,en,Twitter for iPhone,False,403616166.0,5/3/2021 11:04,AlCocan,,"#Tesla & #ElonMusk fan! Fighting #Tesla FUD!
Earn interest on your #Crypto  while you sleep. Get bonus with my referral: https://t.co/KKAWmPTxOt",False,657,1947,85911,60917,23,11/2/2011 19:08,"b'RT @garyblack00: $TSLA -0.9% pre-mkt to $703 following +4.8% jump Friday. Equities higher (SPX +0.5%, QQQ +0.3%) with 10yr Treas ylds flat\xe2\x80\xa6'",,0.0
54,1389312786295975936,1.389310764670935e+18,,,0,11,en,Twitter for iPhone,False,62820981.0,5/3/2021 20:15,AlThomp,,,False,65,419,6986,15560,3,8/4/2009 13:44,"b'@amyklobuchar But this Bill isn\xe2\x80\x99t for infrastructure, you know that...At best 25% of the funds will go towards infrastructure with the rest targeted for Democratic entitlement programs'",,4.0
55,1388630752259158016,1.3886165249409477e+18,,,0,1,en,Twitter Web App,False,1.28e+18,5/1/2021 23:05,AlaricCDZ,,I like dogs.,False,259,1305,36460,7182,1,7/7/2020 17:56,"b""@senrobportman @MeetThePress Dems shouldn't be any more concerned about bipartisanship than Republicons were when they rammed through the #GOPTaxScam.\n\nAmericans support the Dem infrastructure bill, they opposed the the tax cuts for the rich.""",,-4.0
56,1390048051528572928,,,,181,0,en,Twitter for iPhone,False,1.33e+18,5/5/2021 20:57,AlbertaPatriot2,,"Albertans will not accept communism, so it's time for Alberta to separate from the rest of Canada. Maverick Party. Also on Gab.",False,143,126,14697,6026,0,11/22/2020 22:31,"b'RT @EpochTimesChina: #Texas is moving ahead with legislation aimed at keeping hostile countries, including #China, out of the state\xe2\x80\x99s criti\xe2\x80\xa6'",,3.0
57,1388146718257172480,,,,15,0,en,Twitter Web App,False,2184775038.0,4/30/2021 15:02,AlecLiebowitz,"Miami, FL","Devoted Democrat, Former @HillaryforAmerica Intern, Former HFA Fellow, Former Intern to @SenBillNelson",False,84,76,5,7461,2,11/09/2013 17:57,"b'RT @SenatorShaheen: Safe and clean drinking water should be a fundamental right for every American household. Today, the Senate took a crit\xe2\x80\xa6'",-1.0,-4.0
58,1388307769661411328,,,,16,0,en,Twitter for iPhone,False,500394505.0,5/1/2021 1:42,Alejandnm,NM,Dem. Resist! #ImmigrationRights Resister to the end. #NeverAgain. blocks stupid,False,2406,2812,359811,245949,34,2/23/2012 3:04,b'RT @Emolclause: This of course means they will also oppose the upcoming infrastructure bill then turn around and take credit for it. TrumpG\xe2\x80\xa6',,-2.0
59,1388215688213401600,,,,748,0,en,Twitter for iPhone,False,1.06e+18,4/30/2021 19:36,AlexSch23460780,"San Jose, CA",🏳️‍🌈 😷💉,False,33,321,16557,24118,0,10/27/2018 8:54,"b'RT @TheRickyDavila: This morning, @MSNBC\xe2\x80\x99s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi\xe2\x80\xa6'",,-4.0
60,1389310433497174016,1.3892768952677212e+18,,,0,1,en,Twitter Web App,False,7.12e+17,5/3/2021 20:06,AlexZedKawa,"Avon, CT/Worcester, MA","Clark '24 • He/him/his • Leftist, Activist, @masspirgstudent/@ClarkUMASSPIRG Intern, Video Essayist, College Freshman, Hard Rock/Metal Fan, South Park Fan",False,1228,2349,7998,10746,2,3/22/2016 1:08,"b""@CoriBush @AledaGagarin Agreed.\n\nThat's why you, @AOC, @IlhanMN, @RashidaTlaib, @JamaalBowmanNY, @AyannaPressley, @PramilaJayapal, @RepBarbaraLee, @MarkPocan, and others should tank the budget resolution for Biden's infrastructure bill.\n\nTalk is cheap. Actions matter. https://t.co/olahNfUK0e""",,-2.0
61,1389375111661162496,,,,0,3,en,Twitter Web App,True,323362507.0,2021-05-04 00:23:34+00:00,Alex_for_WA,Washington State,"Eighth generation Washingtonian, moderate Republican, Catholic convert, defender of local journalism, #stratriotic #waleg #waelex",False,1007,980,4214,3820,24,2011-06-24 18:06:48+00:00,"b""This is insane.  \n\nPlease, just fix infrastructure.  \n\nPass a sperate bill for the rest of the agenda.  We all know the hold up is you're using the good ideas to hide the deeply unpopular and hyper-partisan agenda items. https://t.co/wymrh6CsbH""",2.0,2.5
